t,a_1,a_2
0.0,-46.712268499265114,116.42214070795137
0.0002,-50.7133035432629,121.0923853154389
0.0004,-46.406971775254156,99.99489336636748
0.0006000000000000001,-27.29011215664677,97.29727671554595
0.0008,-37.45396385184066,91.67255549559621
0.001,-27.91677457459981,107.19940417317984
0.0012000000000000001,-7.720021496540944,76.09785592281631
0.0014,-15.82508183719299,58.91323495950532
0.0016,-20.650646204317706,75.48447714110745
0.0018000000000000002,4.545715701313386,65.65233990981542
0.002,5.534290765138515,34.87753841179367
0.0022,20.146476944380872,31.77075339473269
0.0024000000000000002,11.945024129703455,18.483920528070424
0.0026000000000000003,5.221947472783217,9.723886061499504
0.0028,35.493639067198885,-18.87875482547449
0.003,5.664900081251348,-32.31037127097366
0.0032,31.411158726815902,-32.80336052520391
0.0034000000000000002,14.742765289170084,-50.8395711349398
0.0036000000000000003,12.62244842332311,-66.83000318967075
0.0038,1.8849532607089383,-84.83469026081104
0.004,10.830087024812608,-92.47890167467438
0.004200000000000001,10.920629204375153,-100.1414827771646
0.0044,-5.678069060523943,-114.203756764133
0.0046,7.762129122218793,-126.31811356747036
0.0048000000000000004,-15.247318373526554,-137.3663390078583
0.005,-10.140493449795617,-154.37277412083762
0.005200000000000001,-22.949302811819862,-140.66046175564412
0.0054,-31.032178910468556,-133.1552091391217
0.0056,-53.80554876759675,-146.69793722448372
0.0058000000000000005,-43.34761863156187,-129.2136929295453
0.006,-54.60036639176469,-110.5281301932122
0.006200000000000001,-37.367780718153085,-99.11223197973347
0.0064,-45.439204963503144,-77.98584983201216
0.0066,-34.4574784489495,-54.033846799029156
0.0068000000000000005,-25.933896454937724,-42.658950478549286
0.007,-30.39963551699246,-20.48996615929094
0.007200000000000001,-24.844100561782636,-19.17748326417874
0.0074,-33.782517858319295,43.534916945532
0.0076,-37.03161826718002,41.1588347080467
0.0078000000000000005,-5.134234511763653,67.67638980351848
0.008,5.16954461319902,90.51164125377836
0.0082,15.504842972899704,99.39606405684293
0.008400000000000001,15.596418105426892,114.14959732065526
0.0086,2.8934920565760596,132.16379886616687
0.0088,23.874710999895775,147.13957074819226
0.009000000000000001,10.81084645619899,154.2730953048002
0.0092,8.25643759393635,156.1291274273647
0.0094,21.752663023175423,171.30206502959356
0.009600000000000001,40.97887351002112,153.60058775040633
0.0098,16.376076706434166,160.82307969608092
0.01,8.764305651539031,143.75229690780043
0.0102,-6.477528667255999,133.00410047569875
0.010400000000000001,19.213697369713394,108.1826757506619
0.0106,4.573521661076734,86.95779196159496
0.0108,18.60071881324201,79.80032933028212
0.011000000000000001,-6.041874341351637,77.03804148418322
0.0112,-3.114995024830691,40.97666339742418
0.0114,-27.074923871248668,23.11055449572401
0.011600000000000001,-16.62483741417804,-21.269336233864067
0.0118,-28.69277865073127,-19.362254222580006
0.012,-42.69499499061156,-34.445019182554375
0.0122,-19.787766589571593,-68.14925841290636
0.012400000000000001,-38.486942780416555,-97.12696809767334
0.0126,-30.460805161809215,-103.52376509130536
0.0128,-16.417224759138357,-118.18571186937965
0.013000000000000001,-5.7508183617805955,-130.18465397493998
0.0132,-25.032931411691692,-141.0545395257919
0.0134,-22.39943887661556,-118.16057209869021
0.013600000000000001,-27.37769537760428,-119.4011508424492
0.013800000000000002,-9.535770771656757,-151.4434362544862
0.014,-19.864389085129226,-130.51729253442207
0.0142,-6.666678185631976,-112.01636150741152
0.014400000000000001,-15.142463682403097,-113.64140470913662
0.0146,14.804277342064935,-107.03032353730151
0.0148,6.750319775494316,-95.50989347059567
0.015000000000000001,2.5107517492905718,-94.38464908528063
0.0152,10.821178268721651,-69.1909474061049
0.0154,7.891172350410489,-74.66290378968036
0.015600000000000001,1.8220219821841344,-47.4776804120456
0.0158,15.351451154810576,-37.615896022638736
0.016,12.16805905137054,-22.076322892815625
0.0162,10.591485412577635,1.8331986611772848
0.0164,14.002711999548374,7.664923496773123
0.0166,11.926889986200372,26.761995765020774
0.016800000000000002,4.256271828812219,53.75652940051541
0.017,8.03032198506758,73.25169615084513
0.0172,-13.632345665083045,62.933731740741514
0.017400000000000002,-14.06278409080327,82.59415853038142
0.0176,-25.048873188131083,78.39685114098987
0.0178,-24.012174241332133,85.32167087270042
0.018000000000000002,-20.088439424862624,97.62049093459773
0.0182,-16.44035157219784,96.01410453959353
0.0184,-2.654399970473815,108.94777415721305
0.018600000000000002,-31.60381463153168,114.45367552492691
0.0188,-20.087184270917792,134.3712465206924
0.019,-23.181194926438067,109.72572941431478
0.019200000000000002,-45.36835006259118,135.85600941314007
0.0194,10.044676086211616,113.97759295511538
0.0196,-6.581890610603548,113.16172217000963
0.0198,6.26294221775775,103.4140765267531
0.02,3.211415298708074,86.2106435689435
0.020200000000000003,6.237491803578062,96.60516409644545
0.0204,-7.195525208310476,73.49133205766947
0.0206,-1.7047988778063479,48.271244162855396
0.020800000000000003,3.7960879814617132,40.874524903954125
0.021,-12.03870461189257,14.155785751931635
0.0212,23.15505670864249,-4.052620527913948
0.021400000000000002,12.93371972024869,-3.400934154837609
0.0216,18.705010972237744,-47.71206287027961
0.0218,-2.487598238262743,-36.56991413244843
0.022000000000000002,-4.278069021521693,-73.26322284115432
0.0222,6.219721827277059,-54.41805719476159
0.0224,-4.159556119789367,-88.05664485251118
0.022600000000000002,-3.841107609535376,-106.37717821097823
0.0228,-10.1714949224596,-121.90817561344619
0.023,5.829121699302808,-122.71012374738656
0.023200000000000002,1.2543633144680646,-155.4962516481542
0.0234,-16.865227093659456,-153.90150128174594
0.0236,-28.43176728538839,-136.58102729402918
0.0238,-4.177663266253312,-145.7331716877873
0.024,-24.101295093996924,-138.94318738012933
0.024200000000000003,-19.65682474228586,-127.68694667265684
0.0244,-18.278958745798295,-126.64567042488834
0.0246,-16.100048660782956,-114.03277685783596
0.024800000000000003,-31.57030701392206,-110.15094738108009
0.025,-15.609075104518006,-91.15538969309462
0.0252,-5.798555958885405,-53.50205791209395
0.025400000000000002,-7.065935220998851,-41.480649684558706
0.0256,-4.277985389619362,-31.250431011355047
0.0258,-11.108016665640864,-23.696081449119912
0.026000000000000002,-6.301086888243965,25.046151968272437
0.0262,-10.805861366907825,30.91868164359228
0.0264,-3.0495159887514243,60.891925924444585
0.026600000000000002,4.393695862709851,83.34901284688542
0.0268,-24.089781133284635,85.77038795996336
0.027,2.7015325873776623,117.8516444364638
0.027200000000000002,9.648102442776112,116.44656778679357
0.0274,4.61589178001633,125.96887332822926
0.027600000000000003,11.063176041393408,120.38851296020407
0.027800000000000002,-5.694056032163241,146.3903577584265
0.028,4.158724772720037,144.02691879951044
0.028200000000000003,3.7994489968376137,130.94907477792722
0.0284,10.616774032543285,127.15727067001967
0.0286,13.559742603238059,126.989899848991
0.028800000000000003,-2.743178743162642,110.94283596647563
0.029,-9.052515569459269,131.14517908151726
0.0292,-2.5752992272725326,97.1183067127184
0.029400000000000003,-22.784871337183162,89.37898901611764
0.0296,-5.277447686392836,91.66185194141308
0.0298,-10.156677504505158,61.59812249859236
0.030000000000000002,8.660320986047436,27.535023386769417
0.0302,0.6133056012905014,26.926213415741604
0.0304,-4.365958818851138,21.745143003695848
0.030600000000000002,-18.925797544859307,-2.2620458756871535
0.0308,1.9052751204902716,-27.861913247211984
0.031,-5.5165071540849056,-36.872891962882946
0.031200000000000002,-17.900156416749798,-59.65208889632391
0.031400000000000004,-0.8341161161044481,-80.82069588451705
0.0316,-19.420710231144106,-81.06173565382305
0.0318,-0.520648720479159,-116.56854848188294
0.032,4.781378223730252,-108.84001375738539
0.0322,26.603024605760208,-102.61979709725304
0.0324,-3.4922359816406408,-137.88626535143405
0.032600000000000004,-12.794390520007727,-136.6829654864258
0.0328,6.637735959277187,-122.3036638092979
0.033,-1.9319882233151622,-124.9366187354899
0.0332,26.84619162748292,-132.65075460896935
0.0334,-0.5555905406260524,-118.79506914642832
0.033600000000000005,-12.046534675836478,-119.51945328418176
0.033800000000000004,-4.112982355556411,-114.47754760906393
0.034,10.181660321299892,-106.76372188301798
0.0342,12.965395846833307,-95.19281554183792
0.0344,-2.2374393099165726,-56.855733492233185
0.0346,2.7460236634497783,-67.05063959942619
0.034800000000000005,-18.954716191807908,-51.021174540633424
0.035,-27.203388710973332,-6.916252308555038
0.0352,4.970109635560128,-18.916259889650828
0.0354,-18.10265485578501,-8.026450255607296
0.0356,-3.4830227939924967,44.8908157841818
0.0358,-0.9835672952748448,56.43952403297887
0.036000000000000004,-4.535229265987708,64.13508231144402
0.0362,18.783419954184428,71.97694295542247
0.0364,-12.042792103866205,112.8097189757805
0.0366,-2.563086075055221,100.37742332632351
0.0368,-1.8065014610769472,122.69884916294609
0.037000000000000005,-16.74265085930387,115.99727270061646
0.037200000000000004,7.362377194622075,124.29039846372828
0.0374,5.673884996499914,131.34083845986933
0.0376,4.5663262383505305,131.0943194217056
0.0378,19.899339899235468,135.61655476796082
0.038,16.4642309197264,122.95155358108732
0.038200000000000005,15.089333830553624,129.8707623493756
0.038400000000000004,13.922962708541963,98.5210380846246
0.0386,12.372254672323646,117.41969713779397
0.0388,4.866668020746693,94.19153051416157
0.039,2.5555023944072595,74.56552245286107
0.0392,-0.14172989940242964,82.81336659757736
0.039400000000000004,-12.295071216733758,54.96046980066001
0.0396,13.728328884052287,23.345507144276223
0.0398,-1.8744068270094183,-10.610748721236865
